id,id_club,id_machine
183,458,25
184,792,92
185,838,92
186,126,27
187,971,46
188,268,86
189,849,16
190,346,71
191,263,49
192,721,28
193,47,55
194,572,19
195,998,11
196,564,22
197,532,75
198,926,96
199,738,71
200,41,65
201,381,30
202,32,11
203,125,27
204,912,3
205,893,93
206,907,24
207,238,9
208,575,30
209,407,39
210,238,89
211,172,63
212,787,37
213,107,50
214,490,16
215,355,93
216,847,50
217,936,63
218,965,83
219,578,76
220,768,18
221,898,52
222,706,65
223,853,38
224,983,47
225,852,33
226,976,95
227,553,72
228,649,17
229,93,30
230,503,87
231,318,47
232,30,7
233,13,55
234,915,14
235,817,55
236,588,96
237,56,63
238,900,86
239,820,47
240,656,87
241,703,58
242,65,35
243,351,67
244,837,3
245,687,13
246,466,94
247,377,94
248,360,72
249,55,19
250,323,60
251,808,29
252,951,48
253,508,83
254,846,16
255,666,29
256,549,87
257,338,86
258,408,51
259,895,29
260,951,36
261,225,37
262,864,28
263,812,36
264,852,88
265,890,75
266,430,9
267,920,44
268,161,24
269,694,57
270,621,5
271,446,27
272,182,29
273,794,39
274,716,42
275,577,42
276,540,77
277,563,21
278,31,44
279,848,46
280,119,37
281,453,11
282,20,7
283,356,21
284,738,74
285,625,14
286,110,55
287,363,61
288,613,80
289,685,86
290,976,62
291,897,55
292,395,6
293,281,71
294,401,85
295,750,53
296,814,49
297,743,90
298,79,94
299,319,82
300,819,83
301,74,16
302,691,59
303,21,72
304,740,44
305,56,79
306,532,10
307,283,88
308,615,21
309,373,16
310,80,43
311,610,36
312,209,62
313,300,87
314,575,51
315,269,27
316,637,28
317,183,88
318,613,68
319,752,89
320,469,36
321,915,51
322,642,8
323,418,75
324,935,45
325,931,31
326,903,29
327,999,73
328,585,22
329,709,78
330,15,72
331,259,98
332,55,13
333,73,5
334,986,1
335,29,64
336,593,40
337,622,34
338,305,41
339,183,83
340,294,38
341,273,7
342,653,70
343,635,19
344,172,8
345,73,34
346,939,80
347,801,40
348,130,8
349,88,15
350,133,42
351,880,89
352,960,16
353,289,41
354,371,97
355,745,29
356,745,53
357,219,8
358,279,1
359,941,51
360,153,80
361,758,14
362,132,80
363,225,72
364,664,36
365,118,31
366,487,91
367,696,15
368,7,59
369,928,83
370,622,59
371,601,97
372,530,30
373,640,64
374,819,69
375,10,94
376,102,20
377,373,75
378,851,79
379,465,28
380,302,62
381,204,70
382,213,76
383,264,48
384,474,47
385,204,89
386,175,9
387,580,2
388,328,75
389,281,53
390,757,43
391,60,39
392,155,30
393,858,36
394,613,32
395,477,73
396,964,90
397,710,88
398,753,89
399,492,68
400,810,76
401,399,15
402,540,74
403,141,68
404,805,42
405,311,13
406,139,10
407,588,64
408,710,12
409,37,6
410,511,78
411,833,57
412,728,18
413,982,94
414,310,8
415,931,93
416,669,41
417,345,11
418,742,57
419,288,91
420,391,2
421,950,15
422,23,57
423,474,30
424,722,25
425,538,59
426,875,91
427,721,92
428,105,96
429,143,48
430,554,83
431,546,30
432,439,27
433,630,96
434,287,23
435,644,20
436,460,51
437,234,26
438,507,95
439,847,2
440,479,29
441,685,12
442,148,57
443,648,55
444,646,100
445,394,81
446,700,36
447,378,87
448,182,75
449,160,66
450,711,75
451,265,62
452,914,38
453,123,66
454,195,50
455,438,3
456,409,90
457,939,11
458,39,70
459,668,26
460,603,61
461,579,32
462,475,35
463,924,8
464,907,10
465,306,89
466,701,68
467,249,4
468,441,43
469,306,35
470,85,91
471,731,32
472,301,25
473,18,37
474,975,71
475,311,17
476,284,29
477,619,9
478,874,57
479,587,9
480,655,95
481,850,8
482,367,5
483,267,83
484,501,22
485,447,41
486,658,65
487,80,90
488,807,63
489,467,97
490,542,14
491,206,33
492,160,12
493,270,93
494,849,56
495,78,33
496,434,61
497,632,91
498,890,29
499,285,29
500,202,80
501,18,87
502,761,43
503,471,24
504,180,28
505,885,79
506,585,59
507,291,46
508,814,12
509,87,22
510,869,38
511,123,48
512,550,84
513,563,100
514,233,2
515,656,14
516,311,51
517,585,8
518,768,85
519,189,67
520,601,10
521,163,1
522,776,68
523,411,44
524,726,39
525,809,17
526,980,86
527,385,9
528,62,42
529,922,6
530,695,25
531,789,65
532,311,17
533,766,48
534,535,4
535,74,70
536,630,21
537,720,22
538,620,5
539,655,56
540,804,28
541,398,60
542,656,10
543,550,58
544,869,43
545,332,12
546,444,1
547,559,53
548,622,69
549,387,14
550,93,39
551,864,78
552,959,82
553,870,15
554,785,67
555,38,49
556,584,30
557,30,98
558,277,95
559,108,88
560,310,22
561,701,51
562,919,37
563,119,61
564,432,71
565,675,21
566,510,6
567,417,65
568,393,89
569,896,28
570,158,51
571,935,6
572,607,96
573,630,45
574,813,54
575,930,52
576,167,28
577,453,72
578,598,92
579,923,24
580,220,79
581,716,8
582,173,24
583,915,47
584,777,88
585,364,34
586,187,71
587,735,58
588,851,2
589,712,30
590,902,32
591,382,49
592,775,50
593,264,85
594,216,14
595,431,27
596,723,54
597,8,75
598,887,71
599,56,16
600,991,29
601,682,49
602,741,76
603,278,11
604,58,67
605,385,14
606,462,96
607,767,5
608,595,62
609,638,48
610,550,41
611,429,57
612,944,17
613,51,56
614,584,98
615,462,83
616,673,95
617,158,54
618,723,16
619,510,27
620,501,3
621,600,83
622,753,59
623,117,1
624,13,40
625,896,13
626,280,100
627,877,51
628,542,32
629,913,82
630,128,72
631,546,47
632,130,62
633,54,34
634,518,38
635,333,40
636,784,39
637,987,74
638,298,3
639,763,89
640,653,63
641,19,1
642,333,89
643,283,59
644,110,84
645,383,78
646,156,39
647,155,3
648,817,94
649,371,14
650,133,1
651,21,25
652,557,77
653,541,90
654,765,17
655,82,39
656,242,40
657,397,81
658,288,33
659,796,20
660,438,55
661,617,44
662,336,79
663,280,20
664,555,29
665,77,11
666,596,53
667,792,19
668,647,44
669,238,28
670,410,52
671,820,22
672,195,72
673,580,49
674,601,41
675,377,20
676,83,76
677,720,35
678,203,8
679,277,57
680,209,43
681,82,33
682,320,74
683,106,100
684,938,52
685,789,25
686,78,99
687,216,56
688,70,37
689,15,54
690,260,44
691,23,56
692,974,57
693,732,56
694,325,86
695,809,36
696,49,62
697,482,59
698,9,5
699,242,87
700,950,82
701,309,33
702,965,19
703,740,1
704,303,26
705,293,83
706,510,35
707,947,98
708,508,31
709,354,17
710,917,68
711,663,100
712,525,31
713,49,3
714,848,55
715,833,30
716,772,50
717,507,93
718,216,17
719,979,3
720,798,75
721,882,13
722,261,97
723,359,66
724,716,17
725,186,92
726,461,34
727,365,67
728,600,95
729,375,4
730,297,38
731,114,36
732,701,27
733,757,65
734,1000,61
735,242,24
736,16,86
737,963,20
738,187,68
739,461,76
740,292,37
741,100,91
742,597,91
743,225,100
744,773,45
745,304,71
746,795,85
747,148,89
748,797,74
749,291,29
750,76,42
751,49,53
752,752,35
753,620,24
754,577,60
755,164,87
756,460,23
757,224,23
758,253,86
759,590,90
760,350,25
761,474,51
762,225,26
763,211,39
764,355,79
765,908,12
766,679,87
767,848,43
768,350,52
769,701,35
770,41,46
771,482,66
772,565,73
773,964,89
774,326,63
775,205,20
776,591,55
777,63,70
778,997,85
779,779,43
780,992,66
781,434,28
782,739,56
783,997,42
784,393,1
785,18,58
786,75,29
787,838,99
788,617,21
789,54,3
790,306,98
791,701,44
792,136,80
793,686,100
794,65,30
795,531,85
796,939,47
797,699,7
798,11,65
799,580,13
800,119,13
801,531,78
802,373,58
803,90,80
804,30,93
805,662,56
806,667,90
807,349,80
808,42,99
809,707,79
810,278,56
811,923,83
812,797,90
813,372,69
814,655,88
815,440,17
816,542,18
817,234,71
818,587,6
819,542,75
820,651,8
821,901,14
822,357,48
823,657,58
824,937,8
825,713,24
826,987,90
827,94,70
828,973,40
829,41,82
830,586,11
831,377,9
832,459,62
833,383,70
834,669,76
835,903,89
836,521,52
837,928,15
838,880,43
839,713,30
840,47,61
841,487,14
842,790,12
843,217,56
844,790,42
845,126,97
846,725,1
847,834,58
848,242,23
849,495,48
850,399,84
851,290,98
852,63,54
853,223,58
854,286,99
855,584,79
856,689,29
857,979,59
858,845,58
859,95,90
860,406,34
861,786,37
862,421,62
863,780,68
864,545,74
865,640,92
866,290,93
867,606,15
868,247,45
869,62,67
870,925,58
871,212,8
872,13,26
873,62,11
874,365,20
875,571,13
876,273,59
877,336,21
878,34,4
879,719,18
880,516,91
881,62,17
882,508,93
883,767,17
884,473,59
885,952,4
886,680,63
887,840,90
888,468,17
889,394,7
890,509,98
891,180,3
892,344,6
893,854,71
894,734,17
895,431,34
896,809,64
897,56,13
898,252,89
899,392,47
900,553,33
901,674,62
902,802,94
903,171,26
904,292,38
905,202,31
906,156,41
907,832,10
908,478,39
909,276,49
910,559,17
911,881,92
912,802,91
913,410,28
914,441,12
915,951,25
916,221,14
917,425,34
918,738,9
919,728,100
920,146,61
921,665,42
922,755,32
923,493,84
924,395,38
925,61,16
926,990,98
927,775,22
928,992,13
929,199,23
930,280,65
931,16,33
932,428,64
933,878,51
934,503,18
935,266,48
936,46,9
937,215,64
938,497,48
939,410,5
940,266,73
941,858,16
942,170,51
943,134,21
944,991,1
945,459,52
946,506,39
947,666,60
948,467,32
949,99,79
950,90,27
951,2,1
952,831,48
953,463,4
954,730,66
955,951,7
956,197,98
957,430,91
958,586,65
959,797,38
960,88,98
961,956,25
962,309,92
963,16,74
964,883,31
965,60,81
966,630,68
967,629,65
968,72,31
969,22,27
970,286,70
971,632,52
972,171,41
973,158,50
974,456,37
975,501,99
976,309,7
977,746,18
978,323,79
979,731,66
980,768,99
981,504,9
982,57,20
983,500,93
984,347,42
985,421,15
986,783,6
987,841,4
988,470,19
989,948,43
990,146,92
991,607,1
992,482,45
993,902,3
994,413,30
995,238,59
996,189,68
997,722,37
998,797,10
999,21,29
1000,224,28
1001,996,26
1002,71,40
1003,688,31
1004,69,47
1005,377,55
1006,458,26
1007,25,56
1008,808,6
1009,345,5
1010,609,71
1011,243,3
1012,175,70
1013,880,26
1014,695,44
1015,548,88
1016,785,43
1017,763,64
1018,522,1
1019,366,40
1020,951,38
1021,920,79
1022,757,59
1023,764,58
1024,329,29
1025,603,41
1026,663,46
1027,11,67
1028,389,87
1029,904,29
1030,883,6
1031,928,90
1032,59,22
1033,942,75
1034,624,52
1035,573,57
1036,989,84
1037,922,1
1038,609,73
1039,611,35
1040,649,86
1041,190,54
1042,16,88
1043,246,8
1044,21,15
1045,839,77
1046,116,64
1047,336,83
1048,653,45
1049,12,5
1050,1000,4
1051,498,88
1052,442,39
1053,175,3
1054,361,100
1055,34,78
1056,884,71
1057,801,65
1058,918,41
1059,198,10
1060,960,44
1061,201,10
1062,187,13
1063,138,79
1064,663,16
1065,540,57
1066,103,23
1067,611,82
1068,767,62
1069,237,35
1070,260,48
1071,391,42
1072,335,15
1073,309,38
1074,813,47
1075,669,78
1076,153,66
1077,470,21
1078,370,75
1079,875,66
1080,670,24
1081,436,53
1082,873,55
1083,317,76
1084,951,49
1085,626,100
1086,460,37
1087,1,78
1088,497,94
1089,32,40
1090,956,37
1091,319,67
1092,100,59
1093,580,42
1094,700,27
1095,517,78
1096,797,24
1097,654,65
1098,876,12
1099,120,39
1100,237,54
1101,245,73
1102,172,70
1103,769,1
1104,500,39
1105,884,94
1106,241,86
1107,644,75
1108,596,53
1109,331,24
1110,408,24
1111,889,4
1112,177,42
1113,365,7
1114,361,23
1115,355,45
1116,659,27
1117,288,39
1118,228,58
1119,210,88
1120,4,41
1121,20,72
1122,980,7
1123,111,16
1124,132,91
1125,790,70
1126,949,4
1127,700,2
1128,268,35
1129,492,94
1130,99,80
1131,998,6
1132,849,10
1133,847,21
1134,10,99
1135,290,65
1136,797,71
1137,393,6
1138,828,64
1139,274,65
1140,461,100
1141,589,88
1142,255,56
1143,416,62
1144,919,63
1145,216,86
1146,926,26
1147,636,17
1148,366,24
1149,18,92
1150,101,4
1151,802,28
1152,482,81
1153,439,71
1154,890,53
1155,985,3
1156,887,20
1157,769,65
1158,437,5
1159,786,40
1160,687,44
1161,398,99
1162,527,39
1163,192,49
1164,23,16
1165,182,66
1166,265,16
1167,155,54
1168,713,72
1169,859,98
1170,958,31
1171,101,21
1172,850,19
1173,958,50
1174,472,38
1175,60,20
1176,288,23
1177,565,10
1178,700,54
1179,258,78
1180,427,10
1181,680,48
1182,973,64
1183,365,34
1184,453,51
1185,389,14
1186,112,11
1187,146,66
1188,642,62
1189,357,85
1190,681,54
1191,994,92
1192,169,93
1193,954,69
1194,935,9
1195,507,97
1196,314,41
1197,126,5
1198,138,26
1199,134,9
1200,928,38
1201,345,18
1202,461,83
1203,806,86
1204,923,55
1205,320,40
1206,673,30
1207,379,30
1208,837,82
1209,570,36
1210,956,64
1211,708,36
1212,114,46
1213,37,28
1214,466,28
1215,556,42
1216,143,68
1217,856,71
1218,879,68
1219,389,15
1220,82,29
1221,108,75
1222,228,55
1223,138,79
1224,327,46
1225,971,61
1226,312,86
1227,904,48
1228,974,13
1229,439,52
1230,540,69
1231,190,74
1232,346,100
1233,929,87
1234,344,33
1235,102,83
1236,996,47
1237,790,6
1238,9,39
1239,301,37
1240,302,14
1241,841,14
1242,290,80
1243,439,50
1244,60,1
1245,174,45
1246,636,100
1247,996,41
1248,985,79
1249,437,35
1250,582,70
1251,468,18
1252,897,13
1253,857,57
1254,158,77
1255,327,29
1256,144,40
1257,137,66
1258,805,41
1259,613,22
1260,873,99
1261,226,61
1262,933,67
1263,699,45
1264,259,87
1265,577,23
1266,53,100
1267,36,6
1268,990,72
1269,988,8
1270,363,68
1271,295,38
1272,397,53
1273,775,10
1274,507,70
1275,905,51
1276,349,44
1277,524,18
1278,146,44
1279,460,47
1280,80,24
1281,764,64
1282,683,30
1283,315,56
1284,924,3
1285,203,61
1286,796,66
1287,761,100
1288,687,48
1289,476,2
1290,48,13
1291,421,30
1292,662,54
1293,856,34
1294,897,14
1295,184,35
1296,346,67
1297,928,80
1298,889,10
1299,16,64
1300,552,72
1301,667,36
1302,744,78
1303,681,85
1304,689,78
1305,729,8
1306,953,29
1307,359,37
1308,565,61
1309,267,26
1310,893,7
1311,525,96
1312,119,67
1313,280,32
1314,56,73
1315,239,34
1316,335,24
1317,183,6
1318,951,74
1319,268,12
1320,606,49
1321,6,15
1322,242,10
1323,495,77
1324,140,88
1325,943,53
1326,703,13
1327,220,44
1328,233,22
1329,314,63
1330,367,8
1331,375,45
1332,261,95
1333,510,9
1334,415,100
1335,30,57
1336,512,92
1337,261,61
1338,539,60
1339,969,33
1340,47,94
1341,304,36
1342,464,28
1343,807,75
1344,127,27
1345,115,26
1346,463,85
1347,342,93
1348,722,20
1349,683,44
1350,810,52
1351,478,93
1352,164,8
1353,474,46
1354,847,47
1355,953,68
1356,623,22
1357,66,48
1358,532,60
1359,49,53
1360,102,13
1361,593,27
1362,87,88
1363,783,1
1364,522,55
1365,856,66
1366,339,17
1367,789,77
1368,356,44
1369,801,85
1370,614,23
1371,644,46
1372,881,68
1373,53,24
1374,480,49
1375,243,99
1376,943,27
1377,160,10
1378,549,45
1379,815,58
1380,521,91
1381,19,29
1382,65,35
1383,456,2
1384,931,57
1385,89,20
1386,345,9
1387,66,98
1388,912,18
1389,785,22
1390,846,16
1391,814,50
1392,79,23
1393,194,67
1394,507,84
1395,880,23
1396,940,4
1397,487,52
1398,44,25
1399,868,49
1400,751,87
1401,434,4
1402,830,52
1403,259,72
1404,844,64
1405,169,26
1406,260,51
1407,576,23
1408,346,86
1409,595,80
1410,436,7
1411,503,50
1412,467,92
1413,633,79
1414,39,31
1415,680,34
1416,930,36
1417,686,44
1418,166,16
1419,374,29
1420,541,73
1421,410,11
1422,953,30
1423,832,97
1424,919,56
1425,100,98
1426,928,47
1427,220,50
1428,823,52
1429,329,51
1430,715,96
1431,969,96
1432,652,43
1433,859,29
1434,315,18
1435,973,86
1436,992,56
1437,434,90
1438,534,76
1439,147,25
1440,175,77
1441,563,73
1442,93,48
1443,236,26
1444,548,19
1445,673,45
1446,160,21
1447,950,8
1448,352,35
1449,149,26
1450,189,97
1451,357,91
1452,115,96
1453,101,52
1454,93,83
1455,884,52
1456,811,49
1457,759,36
1458,912,87
1459,96,26
1460,844,81
1461,149,8
1462,644,71
1463,87,88
1464,820,6
1465,601,22
1466,756,40
1467,552,50
1468,260,97
1469,924,42
1470,53,74
1471,920,69
1472,81,42
1473,291,70
1474,772,10
1475,43,31
1476,843,18
1477,73,4
1478,939,75
1479,289,23
1480,928,94
1481,579,91
1482,554,6
1483,102,20
1484,467,68
1485,207,93
1486,177,55
1487,35,74
1488,113,30
1489,56,52
1490,4,85
1491,729,84
1492,606,94
1493,493,79
1494,51,46
1495,145,25
1496,681,9
1497,627,55
1498,176,27
1499,241,85
1500,59,96
1501,683,39
1502,625,93
1503,6,72
1504,953,8
1505,59,92
1506,908,61
1507,500,19
1508,307,58
1509,653,92
1510,670,17
1511,272,50
1512,554,79
1513,73,12
1514,872,7
1515,295,56
1516,210,20
1517,556,57
1518,368,76
1519,569,12
1520,127,90
1521,487,78
1522,515,59
1523,818,25
1524,984,39
1525,76,11
1526,886,12
1527,495,75
1528,983,40
1529,344,49
1530,923,5
1531,27,2
1532,255,45
1533,212,78
1534,590,18
1535,340,25
1536,873,5
1537,36,71
1538,726,69
1539,910,31
1540,769,46
1541,364,25
1542,787,77
1543,328,52
1544,699,77
1545,851,78
1546,856,76
1547,250,74
1548,528,62
1549,370,32
1550,663,68
1551,104,26
1552,462,64
1553,505,66
1554,533,59
1555,241,33
1556,921,70
1557,779,97
1558,850,59
1559,236,79
1560,613,67
1561,838,47
1562,960,4
1563,848,32
1564,304,92
1565,17,48
1566,740,61
1567,574,5
1568,57,19
1569,828,28
1570,523,3
1571,957,42
1572,963,54
1573,449,71
1574,505,88
1575,777,28
1576,678,43
1577,142,49
1578,398,69
1579,861,89
1580,628,84
1581,580,63
1582,659,18
1583,223,19
1584,298,29
1585,255,7
1586,244,31
1587,285,95
1588,48,72
1589,617,17
1590,74,88
1591,91,45
1592,842,70
1593,648,78
1594,816,6
1595,679,24
1596,406,49
1597,13,91
1598,805,45
1599,946,19
1600,877,24
1601,631,39
1602,795,89
1603,321,71
1604,332,3
1605,611,26
1606,250,59
1607,946,33
1608,449,100
1609,490,9
1610,246,35
1611,191,30
1612,235,99
1613,802,9
1614,462,57
1615,581,55
1616,917,7
1617,863,7
1618,139,26
1619,535,84
1620,265,28
1621,158,49
1622,366,49
1623,514,44
1624,336,32
1625,653,10
1626,253,89
1627,471,98
1628,538,60
1629,283,48
1630,381,95
1631,846,70
1632,371,69
1633,862,86
1634,663,93
1635,679,42
1636,696,93
1637,38,60
1638,441,97
1639,855,54
1640,968,9
1641,243,5
1642,485,97
1643,404,68
1644,985,38
1645,319,10
1646,391,16
1647,76,68
1648,104,98
1649,288,68
1650,699,27
1651,367,13
1652,263,8
1653,900,92
1654,668,57
1655,211,45
1656,135,32
1657,24,92
1658,726,33
1659,946,67
1660,978,40
1661,870,41
1662,464,99
1663,387,26
1664,458,96
1665,128,75
1666,205,30
1667,656,5
1668,410,40
1669,194,10
1670,894,42
1671,468,70
1672,481,87
1673,285,65
1674,114,41
1675,990,61
1676,869,82
1677,65,21
1678,767,35
1679,578,29
1680,486,70
1681,222,50
1682,225,99
1683,656,62
1684,282,62
1685,758,38
1686,969,34
1687,82,10
1688,83,26
1689,866,42
1690,548,41
1691,242,90
1692,983,44
1693,904,5
1694,108,16
1695,293,55
1696,533,14
1697,530,6
1698,218,44
1699,635,39
1700,735,87
1701,164,82
1702,709,52
1703,291,99
1704,522,16
1705,871,82
1706,274,57
1707,197,73
1708,771,92
1709,521,23
1710,310,100
1711,5,72
1712,14,14
1713,155,72
1714,218,77
1715,880,92
1716,262,19
1717,385,52
1718,43,18
1719,446,38
1720,664,44
1721,622,75
1722,251,20
1723,859,17
1724,682,25
1725,938,57
1726,284,61
1727,1000,5
1728,467,1
1729,316,41
1730,155,67
1731,267,27
1732,399,93
1733,886,34
1734,832,27
1735,661,65
1736,652,89
1737,156,35
1738,566,37
1739,826,67
1740,884,12
1741,793,57
1742,275,44
1743,401,96
1744,72,12
1745,556,11
1746,660,82
1747,140,81
1748,143,30
1749,821,7
1750,656,61
1751,289,11
1752,932,32
1753,795,57
1754,708,43
1755,971,87
1756,979,49
1757,123,65
1758,292,42
1759,384,41
1760,67,16
1761,396,94
1762,714,56
1763,70,40
1764,967,6
1765,118,86
1766,682,26
1767,367,59
1768,390,57
1769,217,63
1770,742,9
1771,138,14
1772,326,30
1773,725,11
1774,857,90
1775,587,60
1776,270,35
1777,814,50
1778,427,14
1779,885,27
1780,933,46
1781,576,57
1782,830,49
1783,953,71
1784,88,95
1785,865,74
1786,638,33
1787,980,100
1788,992,25
1789,738,61
1790,730,76
1791,966,94
1792,283,15
1793,568,90
1794,516,19
1795,252,46
1796,610,43
1797,178,70
1798,323,12
1799,534,100
1800,650,59
1801,293,84
1802,214,95
1803,992,37
1804,770,6
1805,294,92
1806,213,10
1807,477,91
1808,778,12
1809,125,39
1810,451,84
1811,510,5
1812,373,88
1813,737,21
1814,84,26
1815,299,38
1816,781,31
1817,356,50
1818,846,93
1819,173,19
1820,518,57
1821,605,37
1822,437,25
1823,99,37
1824,203,100
1825,900,69
1826,965,80
1827,320,65
1828,554,17
1829,908,50
1830,990,89
1831,186,2
1832,554,75
1833,502,76
1834,945,44
1835,75,36
1836,356,89
1837,199,38
1838,676,45
1839,395,40
1840,578,55
1841,650,49
1842,779,88
1843,418,75
1844,816,65
1845,499,26
1846,651,99
1847,148,37
1848,691,3
1849,539,64
1850,642,2
1851,845,59
1852,350,99
1853,719,31
1854,843,47
1855,1,46
1856,901,7
1857,633,60
1858,244,46
1859,78,91
1860,413,79
1861,215,52
1862,231,87
1863,71,19
1864,447,12
1865,36,96
1866,498,75
1867,510,2
1868,932,70
1869,994,7
1870,331,17
1871,575,5
1872,208,17
1873,837,71
1874,870,70
1875,112,14
1876,674,80
1877,944,24
1878,163,89
1879,130,43
1880,260,78
1881,271,13
1882,770,45
1883,64,12
1884,192,67
1885,724,22
1886,771,79
1887,631,78
1888,430,78
1889,87,78
1890,937,38
1891,158,92
1892,157,18
1893,452,87
1894,486,96
1895,10,82
1896,993,25
1897,899,14
1898,279,3
1899,488,84
1900,396,75
1901,730,71
1902,944,14
1903,282,19
1904,795,43
1905,651,12
1906,579,11
1907,508,54
1908,247,61
1909,669,36
1910,14,74
1911,351,94
1912,935,35
1913,884,59
1914,335,59
1915,517,9
1916,546,19
1917,405,34
1918,103,29
1919,469,10
1920,401,69
1921,699,42
1922,16,3
1923,427,72
1924,673,44
1925,9,49
1926,711,95
1927,725,35
1928,16,1
1929,870,27
1930,716,12
1931,705,78
1932,290,89
1933,664,92
1934,381,50
1935,560,60
1936,444,4
1937,268,3
1938,236,47
1939,521,84
1940,665,87
1941,380,7
1942,855,34
1943,799,59
1944,16,36
1945,135,12
1946,451,1
1947,542,46
1948,289,94
1949,828,83
1950,593,19
1951,627,51
1952,990,94
1953,668,68
1954,305,46
1955,726,12
1956,140,27
1957,393,9
1958,161,72
1959,460,39
1960,191,33
1961,93,18
1962,38,17
1963,804,2
1964,657,97
1965,48,15
1966,106,71
1967,197,68
1968,41,43
1969,305,73
1970,348,98
1971,367,92
1972,998,84
1973,879,41
1974,514,84
1975,126,35
1976,219,75
1977,781,62
1978,348,63
1979,356,60
1980,785,78
1981,360,80
1982,719,57
1983,906,20
1984,944,25
1985,454,4
1986,255,63
1987,620,89
1988,336,26
1989,256,99
1990,548,79
1991,371,16
1992,648,75
1993,400,58
1994,327,80
1995,834,77
1996,483,52
1997,467,8
1998,641,22
1999,24,23
2000,609,3
2001,839,68
2002,113,45
2003,980,32
2004,743,44
2005,858,87
2006,807,94
2007,920,13
2008,398,88
2009,519,70
2010,842,2
2011,705,66
2012,302,82
2013,423,86
2014,760,53
2015,556,67
2016,541,43
2017,981,6
2018,428,88
2019,230,41
2020,218,17
2021,531,76
2022,8,58
2023,413,16
2024,952,86
2025,797,51
2026,654,29
2027,8,87
2028,474,31
2029,739,94
2030,100,27
2031,582,77
2032,357,68
2033,672,8
2034,629,53
2035,468,45
2036,208,78
2037,897,73
2038,78,53
2039,799,96
2040,169,25
2041,348,42
2042,777,8
2043,757,96
2044,809,83
2045,271,31
2046,561,43
2047,305,6
2048,237,22
2049,532,90
2050,539,35
2051,738,74
2052,217,59
2053,886,66
2054,639,60
2055,533,83
2056,125,92
2057,576,87
2058,881,6
2059,12,78
2060,800,97
2061,782,87
2062,735,100
2063,142,94
2064,394,91
2065,882,3
2066,551,83
2067,683,77
2068,474,63
2069,9,99
2070,408,37
2071,216,39
2072,66,49
2073,511,60
2074,552,1
2075,405,65
2076,689,46
2077,88,81
2078,285,36
2079,193,41
2080,277,68
2081,225,21
2082,519,61
2083,483,27
2084,742,74
2085,523,64
2086,381,49
2087,545,45
2088,467,14
2089,292,54
2090,237,97
2091,236,76
2092,287,17
2093,684,77
2094,357,14
2095,353,26
2096,614,34
2097,636,58
2098,462,8
2099,844,89
2100,766,13
2101,726,26
2102,362,70
2103,826,39
2104,918,38
2105,367,33
2106,534,10
2107,889,39
2108,767,36
2109,750,91
2110,374,83
2111,946,82
2112,413,95
2113,437,35
2114,567,23
2115,447,57
2116,190,20
2117,805,13
2118,686,43
2119,742,17
2120,766,78
2121,388,91
2122,473,91
2123,545,19
2124,154,29
2125,423,40
2126,607,84
2127,515,46
2128,35,65
2129,529,39
2130,736,56
2131,93,46
2132,501,79
2133,488,90
2134,923,56
2135,797,26
2136,478,69
2137,811,10
2138,880,75
2139,212,87
